"id","name","title","addedDate","bdr","company","source","status","link","phone","notes","email"
"2033","Diane Ryan","Investor Implementation Technician","2025-06-16 14:53:16.405","Adel Mhiri","Advanced Analytics (Marketing)","Cold Email","New Lead",,"(411) 446-9352","Lead from Marketing industry via Partner","Heaven_Ullrich41@yahoo.com"
"2034","Lyle Smith","District Data Manager","2025-06-30 16:41:42.336","Jess Collins","Prime Business Group (Technology)","Cold Call","New Lead",,"209.442.7061 x38725","Lead from Technology industry via Webinar","Patsy36@yahoo.com"
"2035","Doug Yundt","Internal Response Representative","2025-06-26 11:13:43.805","Jamie Waite","Enterprise Solutions (Retail)","LinkedIn","New Lead",,"1-749-960-3794 x775","Lead from Retail industry via Content Marketing","Andreane77@hotmail.com"
"2036","Vivian Sanford-Emard","Senior Identity Officer","2025-06-11 08:44:49.979","Thomas Hardy","Business Dynamics (Retail)","Social Media","New Lead",,"964-805-4209 x254","Lead from Retail industry via Website Form","Theresa33@gmail.com"
"2037","Alfonso Hoppe","District Paradigm Analyst","2025-07-10 08:14:04.018","Mark Cawston","NextGen Technologies (Manufacturing)","Content Marketing","New Lead",,"563-300-6537 x407","Lead from Manufacturing industry via Social Media","Della47@yahoo.com"
"2038","Luis McGlynn","Product Division Officer","2025-07-14 14:41:47.657","Jamie Waite","Business Dynamics (Legal)","Partner","New Lead",,"430.632.3759","Lead from Legal industry via Webinar","Daphne_OConnell99@gmail.com"
"2039","Jan Leuschke","Principal Interactions Specialist","2025-06-26 12:04:57.211","Verity Kay","Elite Consulting (Legal)","LinkedIn","New Lead",,"1-361-555-5705","Lead from Legal industry via Cold Call","Darrick_Pagac@hotmail.com"
"2040","Martha Dibbert-Labadie","Corporate Division Planner","2025-07-14 14:07:54.649","Naeem Patel","Digital Innovations Ltd (Technology)","Webinar","New Lead",,"741-585-7680","Lead from Technology industry via Partner","Morris64@yahoo.com"
"2041","Louise Toy-Zulauf","Lead Identity Architect","2025-06-09 11:06:57.781","Verity Kay","Future Tech (Healthcare)","Social Media","New Lead",,"729.861.7931 x9052","Lead from Healthcare industry via Partner","Ernestina_Schumm@yahoo.com"
"2042","Horace Dickinson","Forward Accountability Facilitator","2025-08-04 11:26:01.064","Gary Smith","Elite Consulting (Consulting)","Referral","New Lead",,"342-776-4035 x686","Lead from Consulting industry via Content Marketing","Dell_Wintheiser-Anderson19@hotmail.com"
"2043","Matt Harber","District Directives Officer","2025-07-02 14:31:15.5","Thomas Hardy","TechCorp Solutions (Education)","Social Media","New Lead",,"772-309-4885 x00118","Lead from Education industry via Partner","Carrie.Breitenberg@yahoo.com"
"2044","Olive Barrows","Chief Communications Supervisor","2025-06-09 12:25:23.281","Thomas Corcoran","Enterprise Solutions (Technology)","Referral","New Lead",,"519.314.2189 x29441","Lead from Technology industry via Content Marketing","Freeda4@yahoo.com"
"2045","Janet Cronin","District Usability Facilitator","2025-07-25 11:27:58.726","Jess Collins","Data Solutions (Education)","Content Marketing","New Lead",,"744-297-5995 x41677","Lead from Education industry via Website Form","Millie_Davis40@hotmail.com"
"2046","Toby Batz Sr.","Global Accountability Producer","2025-06-30 11:25:36.039","Naeem Patel","Strategic Partners (Consulting)","Partner","New Lead",,"476.849.7781 x5818","Lead from Consulting industry via Social Media","Elroy_Konopelski99@hotmail.com"
"2047","Doreen Senger","Senior Intranet Specialist","2025-07-10 13:13:48.136","Verity Kay","Prime Business Group (Construction)","Trade Show","New Lead",,"1-597-859-5287 x06644","Lead from Construction industry via Content Marketing","Ralph61@yahoo.com"
"2048","Freda Renner DDS","Global Branding Producer","2025-06-05 09:53:16.48","Mark Cawston","Data Solutions (Marketing)","Webinar","New Lead",,"671-752-1062 x2979","Lead from Marketing industry via Trade Show","Harvey78@hotmail.com"
"2049","Desiree Schulist","Central Accountability Planner","2025-07-21 13:34:12.171","Rupert Kay","Growth Partners (Real Estate)","Webinar","New Lead",,"582.437.5991 x5444","Lead from Real Estate industry via Content Marketing","Delta41@gmail.com"
"2050","Winifred Dare","Internal Security Assistant","2025-07-28 11:04:37.926","Jennifer Davies","NextGen Technologies (Consulting)","Content Marketing","New Lead",,"(892) 481-1066 x470","Lead from Consulting industry via Social Media","Chad_Nienow10@hotmail.com"
"2051","Hubert Homenick","Legacy Paradigm Developer","2025-07-29 08:17:02.561","Naeem Patel","Business Dynamics (Healthcare)","Trade Show","New Lead",,"1-619-595-2318 x78140","Lead from Healthcare industry via Website Form","Gwen47@hotmail.com"
"2052","Mr. Phil Hilll","Dynamic Security Facilitator","2025-07-04 11:02:25.091","Mark Cawston","Data Solutions (Consulting)","Referral","New Lead",,"240.232.9257 x5203","Lead from Consulting industry via Referral","Katrine.Gulgowski-Beier87@yahoo.com"
"2053","Chad Daugherty Jr.","Corporate Division Coordinator","2025-07-31 09:13:01.426","Stephen Vivian","Advanced Analytics (Hospitality)","Cold Call","New Lead",,"373.477.6426 x567","Lead from Hospitality industry via Content Marketing","Greta_Mertz@hotmail.com"
"2054","Dr. Lucille Howell","Central Tactics Architect","2025-07-17 15:19:41.246","Naeem Patel","Digital Innovations Ltd (Healthcare)","Webinar","New Lead",,"203-355-7436 x009","Lead from Healthcare industry via Cold Call","Rebeca.Bartell10@hotmail.com"
"2055","Heather Waters","International Assurance Orchestrator","2025-06-16 10:28:11.853","Thomas Corcoran","NextGen Technologies (Education)","Cold Email","New Lead",,"1-607-710-8974","Lead from Education industry via Cold Email","Tierra74@gmail.com"
"2056","Mona Ziemann Jr.","Legacy Applications Planner","2025-07-14 15:21:36.811","Adel Mhiri","Strategic Partners (Consulting)","Partner","New Lead",,"776-383-5165 x259","Lead from Consulting industry via Cold Call","Whitney23@hotmail.com"
"2057","Fernando Hoeger","Product Factors Manager","2025-08-04 16:35:16.849","Stephen Vivian","Strategic Partners (Healthcare)","Social Media","New Lead",,"976-403-6253","Lead from Healthcare industry via Partner","Garett_Reichert@hotmail.com"
"2058","Wendell Waters","Lead Solutions Administrator","2025-06-17 12:27:41.063","Stephen Vivian","Advanced Analytics (Consulting)","Website Form","New Lead",,"432-622-7687 x607","Lead from Consulting industry via Referral","Madelynn86@yahoo.com"
"2059","Mr. Kenneth Larson","Human Solutions Analyst","2025-07-31 08:24:40.774","Naeem Patel","Smart Systems (Construction)","Trade Show","New Lead",,"495-743-8654 x94746","Lead from Construction industry via Referral","Delfina24@yahoo.com"
"2060","Anthony Breitenberg","Direct Accountability Liaison","2025-06-09 10:04:49.582","Naeem Patel","Enterprise Solutions (Hospitality)","Website Form","New Lead",,"1-878-411-3436 x75454","Lead from Hospitality industry via Trade Show","Mia_Kling96@yahoo.com"
"2061","Elaine Homenick","Corporate Program Liaison","2025-07-07 16:58:58.315","Verity Kay","Growth Partners (Marketing)","Website Form","New Lead",,"(248) 923-0657 x93098","Lead from Marketing industry via Referral","Nona87@yahoo.com"
"2062","Krystal Shanahan III","Dynamic Applications Architect","2025-07-11 09:33:24.024","Mark Cawston","TechCorp Solutions (Legal)","Social Media","New Lead",,"1-676-238-6698 x5571","Lead from Legal industry via Website Form","Adrian_Johns@yahoo.com"
"2063","Nancy Swaniawski","National Directives Orchestrator","2025-07-16 11:25:22.188","Stephen Vivian","NextGen Technologies (Technology)","Social Media","Converted",,"(322) 890-9662 x699","Lead from Technology industry via Social Media","Juwan_Lesch18@yahoo.com"
"2064","Molly Friesen DDS","International Mobility Representative","2025-06-30 10:13:08.353","Naeem Patel","Digital Innovations Ltd (Technology)","Partner","New Lead",,"601-532-3818 x176","Lead from Technology industry via Webinar","Crystal.Anderson@hotmail.com"
"2065","Alberta Langworth","Principal Directives Supervisor","2025-07-11 08:57:42.211","Jess Collins","Digital Innovations Ltd (Manufacturing)","Partner","New Lead",,"1-968-831-4397 x2272","Lead from Manufacturing industry via Social Media","Grady_Quitzon-Mante22@yahoo.com"
"2066","Tonya Rippin","Principal Implementation Analyst","2025-07-16 14:29:19.04","Thomas Corcoran","Data Solutions (Retail)","LinkedIn","New Lead",,"(662) 855-2893 x14094","Lead from Retail industry via Cold Email","Alice90@yahoo.com"
"2067","Lisa MacGyver Jr.","Principal Solutions Assistant","2025-07-14 15:39:42.874","Jennifer Davies","Performance Group (Retail)","Partner","New Lead",,"974-241-9766 x660","Lead from Retail industry via LinkedIn","Dessie_Klein24@hotmail.com"
"2068","Ken Davis","Chief Functionality Liaison","2025-07-07 13:08:47.441","Thomas Hardy","Enterprise Solutions (Healthcare)","Website Form","New Lead",,"(286) 832-5641 x83811","Lead from Healthcare industry via Referral","Earnestine76@hotmail.com"
"2069","Essie Toy","National Usability Manager","2025-06-18 16:27:29.714","Jess Collins","Advanced Analytics (Consulting)","Content Marketing","New Lead",,"1-399-225-3054 x33537","Lead from Consulting industry via Cold Email","Ocie.Mayer-Streich@hotmail.com"
"2070","Miss Flora Mayer","Human Markets Technician","2025-06-30 08:38:58.812","Rupert Kay","NextGen Technologies (Marketing)","Trade Show","New Lead",,"1-284-483-5708 x714","Lead from Marketing industry via Social Media","Alec17@yahoo.com"
"2071","Toni Stanton","International Group Manager","2025-06-23 14:27:45.786","Adel Mhiri","Smart Systems (Technology)","Website Form","New Lead",,"908-643-8305","Lead from Technology industry via Website Form","Danyka_Altenwerth@gmail.com"
"2072","Hazel Green","Chief Integration Designer","2025-06-12 15:15:40.327","Jennifer Davies","TechCorp Solutions (Finance)","Social Media","New Lead",,"1-771-484-8740","Lead from Finance industry via Cold Email","Monte.Waelchi@hotmail.com"
"2073","Whitney Dibbert","Customer Infrastructure Consultant","2025-06-10 12:46:28.826","Adel Mhiri","Prime Business Group (Manufacturing)","Cold Call","New Lead",,"1-299-292-4631","Lead from Manufacturing industry via LinkedIn","Raphaelle_Lindgren40@yahoo.com"
"2074","Victor Willms","Investor Group Agent","2025-07-07 12:03:47.47","Adel Mhiri","Data Solutions (Healthcare)","Cold Call","New Lead",,"565.333.1740 x10855","Lead from Healthcare industry via Content Marketing","Elaina.Hamill@hotmail.com"
"2075","Salvatore Skiles","National Optimization Agent","2025-06-23 11:03:00.889","Rupert Kay","Smart Systems (Consulting)","Content Marketing","New Lead",,"760.244.0887 x27698","Lead from Consulting industry via Social Media","Jerel.Mraz@yahoo.com"
"2076","Winston Robel IV","Principal Quality Analyst","2025-06-17 12:07:48.401","Jamie Waite","Growth Partners (Marketing)","Cold Email","New Lead",,"276.705.9673 x8615","Lead from Marketing industry via Website Form","Emory_Zulauf38@gmail.com"
"2077","Brent O'Reilly","Human Quality Technician","2025-07-09 09:02:53.031","Rupert Kay","Innovation Hub (Manufacturing)","Referral","New Lead",,"(662) 735-5038","Lead from Manufacturing industry via Cold Call","Ara92@yahoo.com"
"2078","Tim Kutch","International Assurance Facilitator","2025-07-21 11:42:19.587","Stephen Vivian","NextGen Technologies (Retail)","Trade Show","New Lead",,"1-789-819-4924 x2946","Lead from Retail industry via Referral","Jamarcus.Pollich@hotmail.com"
"2079","Gerard Dach","Global Research Strategist","2025-07-30 16:43:38.667","Jess Collins","Business Dynamics (Education)","LinkedIn","New Lead",,"861-903-0864","Lead from Education industry via Social Media","Schuyler.Breitenberg@yahoo.com"
"2080","Heather Howell DVM","Global Tactics Consultant","2025-06-24 15:47:15.232","Naeem Patel","Business Dynamics (Legal)","Cold Call","New Lead",,"746-375-5131 x70704","Lead from Legal industry via Cold Email","Florence.Hagenes@hotmail.com"
"2081","Timmy Upton I","Product Applications Representative","2025-06-10 12:24:40.694","Stephen Vivian","NextGen Technologies (Technology)","Cold Email","New Lead",,"1-753-638-6221 x93025","Lead from Technology industry via Content Marketing","Rubye.Cartwright@hotmail.com"
"2082","Anna Boyer","National Interactions Producer","2025-06-10 16:38:35.077","Adel Mhiri","TechCorp Solutions (Marketing)","Trade Show","New Lead",,"914-273-9290 x260","Lead from Marketing industry via LinkedIn","Damian.Mills10@gmail.com"
"2083","Gail Price IV","Chief Communications Representative","2025-07-07 09:03:35.957","Stephen Vivian","Digital Innovations Ltd (Real Estate)","Referral","New Lead",,"795.704.6911 x709","Lead from Real Estate industry via Website Form","Marcelle_Lesch6@hotmail.com"
"2084","Kelli Will","Investor Markets Agent","2025-06-12 15:39:52.247","Verity Kay","Smart Systems (Consulting)","LinkedIn","New Lead",,"329.850.5360","Lead from Consulting industry via Cold Call","Blanca.Dickinson98@gmail.com"
"2085","Danielle Donnelly","Future Response Assistant","2025-06-16 08:23:41.533","Mark Cawston","Strategic Partners (Retail)","Referral","Converted",,"693.658.9694 x77589","Lead from Retail industry via Trade Show","Oran.Sauer@hotmail.com"
"2086","Miss Agnes Stoltenberg","Dynamic Marketing Engineer","2025-06-16 15:20:05.575","Verity Kay","Advanced Analytics (Marketing)","Social Media","New Lead",,"616-493-6252","Lead from Marketing industry via Cold Call","Branson_Hansen@yahoo.com"
"2087","Elena Purdy","Investor Usability Facilitator","2025-07-14 10:53:04.646","Jamie Waite","Business Dynamics (Marketing)","Cold Email","New Lead",,"241-980-9167 x507","Lead from Marketing industry via Cold Email","Pierce77@yahoo.com"
"2088","Tanya Bernier","Central Operations Consultant","2025-06-16 13:24:38.327","Gary Smith","Future Tech (Legal)","Cold Call","Converted",,"1-673-952-2302 x797","Lead from Legal industry via Cold Call","Odell48@yahoo.com"
"2089","Tonya Luettgen","Product Solutions Planner","2025-07-14 15:47:11.349","Jennifer Davies","Data Solutions (Manufacturing)","Website Form","Converted",,"1-511-425-4369 x99099","Lead from Manufacturing industry via Cold Email","Abraham.Schaden@hotmail.com"
"2090","Stephanie Emard","National Implementation Agent","2025-06-16 11:50:27.133","Dan Reeves","Data Solutions (Legal)","LinkedIn","New Lead",,"421-772-1718 x288","Lead from Legal industry via Cold Email","Sydney.Sporer@gmail.com"
"2091","Kellie Pfeffer","Senior Group Facilitator","2025-07-28 10:51:01.043","Thomas Corcoran","Smart Systems (Marketing)","Referral","New Lead",,"(454) 378-7303 x25890","Lead from Marketing industry via Cold Call","Ashly_Corkery17@gmail.com"
"2092","Lloyd Prohaska","Lead Quality Strategist","2025-06-11 15:30:55.211","Jamie Waite","Innovation Hub (Hospitality)","Trade Show","New Lead",,"730.771.9274 x48451","Lead from Hospitality industry via Social Media","Landen_Rempel@hotmail.com"
"2093","Maria Leuschke V","Internal Group Coordinator","2025-06-30 15:52:54.273","Jennifer Davies","Strategic Partners (Education)","Partner","New Lead",,"697-728-6886 x5518","Lead from Education industry via Content Marketing","Odessa.Brakus@yahoo.com"
"2094","Janis Rolfson","Global Factors Liaison","2025-07-15 15:37:49.396","Rupert Kay","Enterprise Solutions (Finance)","Social Media","New Lead",,"1-781-912-7539","Lead from Finance industry via Webinar","Ilene_Labadie@hotmail.com"
"2095","Miss Debbie Johns","District Group Designer","2025-06-16 10:24:46.992","Stephen Vivian","Advanced Analytics (Healthcare)","Partner","New Lead",,"(492) 804-3120 x3572","Lead from Healthcare industry via Cold Email","Elton.Gutmann@yahoo.com"
"2096","Tina Wuckert","Principal Interactions Specialist","2025-07-28 09:20:08.567","Stephen Vivian","Growth Partners (Technology)","Webinar","New Lead",,"845-817-1205 x0085","Lead from Technology industry via Partner","Buster.Lakin83@gmail.com"
"2097","Cesar Mraz","Lead Factors Assistant","2025-07-07 12:59:29.081","Thomas Hardy","Performance Group (Construction)","Partner","New Lead",,"(754) 330-0678 x81077","Lead from Construction industry via Cold Email","Khalil93@gmail.com"
"2098","Angel Bode DVM","Corporate Metrics Producer","2025-07-11 12:58:59.347","Mark Cawston","NextGen Technologies (Consulting)","Referral","New Lead",,"274.639.0253 x0754","Lead from Consulting industry via Referral","Lea_Cruickshank@hotmail.com"
